item_code,channel,target_ym,forecast_run_ym,model_name,p50,lower_bound,upper_bound
K350F,DOM,2026-05-31,2026-04-30,baseline_seasonal_naive,8,5,12
T120,DOM,2026-05-31,2026-04-30,baseline_seasonal_naive,699,419,1049
T120,EXP,2026-05-31,2026-04-30,baseline_seasonal_naive,0,0,0
T121,DOM,2026-05-31,2026-04-30,baseline_seasonal_naive,327,196,491
T121,EXP,2026-05-31,2026-04-30,baseline_seasonal_naive,316,190,474
T122,DOM,2026-05-31,2026-04-30,baseline_seasonal_naive,104,62,156
T122,EXP,2026-05-31,2026-04-30,baseline_seasonal_naive,156,94,234
T240,DOM,2026-05-31,2026-04-30,baseline_seasonal_naive,173,104,260
T240,EXP,2026-05-31,2026-04-30,baseline_seasonal_naive,193,116,290
T241,DOM,2026-05-31,2026-04-30,baseline_seasonal_naive,23,14,35
T241,EXP,2026-05-31,2026-04-30,baseline_seasonal_naive,36,22,54
K210,DOM,2026-06-30,2026-05-31,baseline_seasonal_naive,14,8,21
K210,EXP,2026-06-30,2026-05-31,baseline_seasonal_naive,15,9,23
K210A,DOM,2026-06-30,2026-05-31,baseline_seasonal_naive,3,2,5
K210A,EXP,2026-06-30,2026-05-31,baseline_seasonal_naive,3,2,5
K210B,DOM,2026-06-30,2026-05-31,baseline_seasonal_naive,65,39,98
K210B,EXP,2026-06-30,2026-05-31,baseline_seasonal_naive,43,26,65
K210C,DOM,2026-06-30,2026-05-31,baseline_seasonal_naive,38,23,57
K210C,EXP,2026-06-30,2026-05-31,baseline_seasonal_naive,0,0,0
K210D,DOM,2026-06-30,2026-05-31,baseline_seasonal_naive,0,0,0
K210D,EXP,2026-06-30,2026-05-31,baseline_seasonal_naive,0,0,0
K240,DOM,2026-06-30,2026-05-31,baseline_seasonal_naive,12,7,18
K240,EXP,2026-06-30,2026-05-31,baseline_seasonal_naive,0,0,0
K240B,DOM,2026-06-30,2026-05-31,baseline_seasonal_naive,1,1,2
K240B,EXP,2026-06-30,2026-05-31,baseline_seasonal_naive,0,0,0
K250A,DOM,2026-06-30,2026-05-31,baseline_seasonal_naive,187,112,281
K250A,EXP,2026-06-30,2026-05-31,baseline_seasonal_naive,0,0,0
K250B,DOM,2026-06-30,2026-05-31,baseline_seasonal_naive,64,38,96
K310,DOM,2026-06-30,2026-05-31,baseline_seasonal_naive,698,419,1047
K310,EXP,2026-06-30,2026-05-31,baseline_seasonal_naive,838,503,1257
K311,DOM,2026-06-30,2026-05-31,baseline_seasonal_naive,34,20,51
K311,EXP,2026-06-30,2026-05-31,baseline_seasonal_naive,30,18,45
K312,DOM,2026-06-30,2026-05-31,baseline_seasonal_naive,11,7,17
K312,EXP,2026-06-30,2026-05-31,baseline_seasonal_naive,5,3,8
K350A,DOM,2026-06-30,2026-05-31,baseline_seasonal_naive,11,7,17
K350B,DOM,2026-06-30,2026-05-31,baseline_seasonal_naive,1,1,2
K350C,DOM,2026-06-30,2026-05-31,baseline_seasonal_naive,9,5,14
K350D,DOM,2026-06-30,2026-05-31,baseline_seasonal_naive,7,4,11
K350E,DOM,2026-06-30,2026-05-31,baseline_seasonal_naive,20,12,30
K350F,DOM,2026-06-30,2026-05-31,baseline_seasonal_naive,3,2,5
T120,DOM,2026-06-30,2026-05-31,baseline_seasonal_naive,929,557,1394
T120,EXP,2026-06-30,2026-05-31,baseline_seasonal_naive,0,0,0
T121,DOM,2026-06-30,2026-05-31,baseline_seasonal_naive,261,157,392
T121,EXP,2026-06-30,2026-05-31,baseline_seasonal_naive,251,151,377
T122,DOM,2026-06-30,2026-05-31,baseline_seasonal_naive,1011,607,1517
T122,EXP,2026-06-30,2026-05-31,baseline_seasonal_naive,0,0,0
T240,DOM,2026-06-30,2026-05-31,baseline_seasonal_naive,142,85,213
T240,EXP,2026-06-30,2026-05-31,baseline_seasonal_naive,805,483,1208
T241,DOM,2026-06-30,2026-05-31,baseline_seasonal_naive,33,20,50
T241,EXP,2026-06-30,2026-05-31,baseline_seasonal_naive,0,0,0
K210,DOM,2026-07-31,2026-06-30,baseline_seasonal_naive,2,1,3
K210,EXP,2026-07-31,2026-06-30,baseline_seasonal_naive,11,7,17
K210A,DOM,2026-07-31,2026-06-30,baseline_seasonal_naive,2,1,3
K210A,EXP,2026-07-31,2026-06-30,baseline_seasonal_naive,0,0,0
K210B,DOM,2026-07-31,2026-06-30,baseline_seasonal_naive,17,10,26
K210B,EXP,2026-07-31,2026-06-30,baseline_seasonal_naive,12,7,18
K210C,DOM,2026-07-31,2026-06-30,baseline_seasonal_naive,6,4,9
K210C,EXP,2026-07-31,2026-06-30,baseline_seasonal_naive,10,6,15
K210D,DOM,2026-07-31,2026-06-30,baseline_seasonal_naive,0,0,0
K210D,EXP,2026-07-31,2026-06-30,baseline_seasonal_naive,0,0,0
K240,DOM,2026-07-31,2026-06-30,baseline_seasonal_naive,2,1,3
K240,EXP,2026-07-31,2026-06-30,baseline_seasonal_naive,3,2,5
K240B,DOM,2026-07-31,2026-06-30,baseline_seasonal_naive,3,2,5
K240B,EXP,2026-07-31,2026-06-30,baseline_seasonal_naive,0,0,0
K250A,DOM,2026-07-31,2026-06-30,baseline_seasonal_naive,281,169,422
K250A,EXP,2026-07-31,2026-06-30,baseline_seasonal_naive,0,0,0
K250B,DOM,2026-07-31,2026-06-30,baseline_seasonal_naive,28,17,42
K310,DOM,2026-07-31,2026-06-30,baseline_seasonal_naive,222,133,333
K310,EXP,2026-07-31,2026-06-30,baseline_seasonal_naive,1258,755,1887
K311,DOM,2026-07-31,2026-06-30,baseline_seasonal_naive,87,52,131
K311,EXP,2026-07-31,2026-06-30,baseline_seasonal_naive,0,0,0
K312,DOM,2026-07-31,2026-06-30,baseline_seasonal_naive,17,10,26
K312,EXP,2026-07-31,2026-06-30,baseline_seasonal_naive,9,5,14
K350A,DOM,2026-07-31,2026-06-30,baseline_seasonal_naive,16,10,24
K350B,DOM,2026-07-31,2026-06-30,baseline_seasonal_naive,2,1,3
K350C,DOM,2026-07-31,2026-06-30,baseline_seasonal_naive,7,4,11
K350D,DOM,2026-07-31,2026-06-30,baseline_seasonal_naive,8,5,12
K350E,DOM,2026-07-31,2026-06-30,baseline_seasonal_naive,5,3,8
K350F,DOM,2026-07-31,2026-06-30,baseline_seasonal_naive,2,1,3
T120,DOM,2026-07-31,2026-06-30,baseline_seasonal_naive,256,154,384
T120,EXP,2026-07-31,2026-06-30,baseline_seasonal_naive,331,199,497
T121,DOM,2026-07-31,2026-06-30,baseline_seasonal_naive,786,472,1179
T121,EXP,2026-07-31,2026-06-30,baseline_seasonal_naive,0,0,0
T122,DOM,2026-07-31,2026-06-30,baseline_seasonal_naive,52,31,78
T122,EXP,2026-07-31,2026-06-30,baseline_seasonal_naive,77,46,116
T240,DOM,2026-07-31,2026-06-30,baseline_seasonal_naive,921,553,1382
T240,EXP,2026-07-31,2026-06-30,baseline_seasonal_naive,0,0,0
T241,DOM,2026-07-31,2026-06-30,baseline_seasonal_naive,8,5,12
T241,EXP,2026-07-31,2026-06-30,baseline_seasonal_naive,14,8,21
K210,DOM,2026-08-31,2026-07-31,baseline_seasonal_naive,21,13,32
K210,EXP,2026-08-31,2026-07-31,baseline_seasonal_naive,0,0,0
K210A,DOM,2026-08-31,2026-07-31,baseline_seasonal_naive,0,0,0
K210A,EXP,2026-08-31,2026-07-31,baseline_seasonal_naive,1,1,2
K210B,DOM,2026-08-31,2026-07-31,baseline_seasonal_naive,56,34,84
K210B,EXP,2026-08-31,2026-07-31,baseline_seasonal_naive,0,0,0
K210C,DOM,2026-08-31,2026-07-31,baseline_seasonal_naive,12,7,18
K210C,EXP,2026-08-31,2026-07-31,baseline_seasonal_naive,21,13,32
K210D,DOM,2026-08-31,2026-07-31,baseline_seasonal_naive,0,0,0
K210D,EXP,2026-08-31,2026-07-31,baseline_seasonal_naive,0,0,0
K240,DOM,2026-08-31,2026-07-31,baseline_seasonal_naive,3,2,5
K240,EXP,2026-08-31,2026-07-31,baseline_seasonal_naive,3,2,5
K240B,DOM,2026-08-31,2026-07-31,baseline_seasonal_naive,0,0,0
K240B,EXP,2026-08-31,2026-07-31,baseline_seasonal_naive,0,0,0
K250A,DOM,2026-08-31,2026-07-31,baseline_seasonal_naive,149,89,224
K250A,EXP,2026-08-31,2026-07-31,baseline_seasonal_naive,115,69,173
K250B,DOM,2026-08-31,2026-07-31,baseline_seasonal_naive,28,17,42
K310,DOM,2026-08-31,2026-07-31,baseline_seasonal_naive,1599,959,2399
K310,EXP,2026-08-31,2026-07-31,baseline_seasonal_naive,0,0,0
K311,DOM,2026-08-31,2026-07-31,baseline_seasonal_naive,54,32,81
K311,EXP,2026-08-31,2026-07-31,baseline_seasonal_naive,49,29,74
K312,DOM,2026-08-31,2026-07-31,baseline_seasonal_naive,7,4,11
K312,EXP,2026-08-31,2026-07-31,baseline_seasonal_naive,24,14,36
K350A,DOM,2026-08-31,2026-07-31,baseline_seasonal_naive,12,7,18
K350B,DOM,2026-08-31,2026-07-31,baseline_seasonal_naive,2,1,3
K350C,DOM,2026-08-31,2026-07-31,baseline_seasonal_naive,14,8,21
K350D,DOM,2026-08-31,2026-07-31,baseline_seasonal_naive,3,2,5
K350E,DOM,2026-08-31,2026-07-31,baseline_seasonal_naive,15,9,23
K350F,DOM,2026-08-31,2026-07-31,baseline_seasonal_naive,6,4,9
T120,DOM,2026-08-31,2026-07-31,baseline_seasonal_naive,563,338,845
T120,EXP,2026-08-31,2026-07-31,baseline_seasonal_naive,0,0,0
T121,DOM,2026-08-31,2026-07-31,baseline_seasonal_naive,727,436,1091
T121,EXP,2026-08-31,2026-07-31,baseline_seasonal_naive,0,0,0
T122,DOM,2026-08-31,2026-07-31,baseline_seasonal_naive,69,41,104
T122,EXP,2026-08-31,2026-07-31,baseline_seasonal_naive,103,62,155
T240,DOM,2026-08-31,2026-07-31,baseline_seasonal_naive,775,465,1163
T240,EXP,2026-08-31,2026-07-31,baseline_seasonal_naive,0,0,0
T241,DOM,2026-08-31,2026-07-31,baseline_seasonal_naive,2,1,3
T241,EXP,2026-08-31,2026-07-31,baseline_seasonal_naive,4,2,6
K210,DOM,2026-09-30,2026-08-31,baseline_seasonal_naive,15,9,23
K210,EXP,2026-09-30,2026-08-31,baseline_seasonal_naive,16,10,24
K210A,DOM,2026-09-30,2026-08-31,baseline_seasonal_naive,0,0,0
K210A,EXP,2026-09-30,2026-08-31,baseline_seasonal_naive,0,0,0
K210B,DOM,2026-09-30,2026-08-31,baseline_seasonal_naive,24,14,36
K210B,EXP,2026-09-30,2026-08-31,baseline_seasonal_naive,16,10,24
K210C,DOM,2026-09-30,2026-08-31,baseline_seasonal_naive,20,12,30
K210C,EXP,2026-09-30,2026-08-31,baseline_seasonal_naive,0,0,0
K210D,DOM,2026-09-30,2026-08-31,baseline_seasonal_naive,0,0,0
K210D,EXP,2026-09-30,2026-08-31,baseline_seasonal_naive,0,0,0
K240,DOM,2026-09-30,2026-08-31,baseline_seasonal_naive,8,5,12
K240,EXP,2026-09-30,2026-08-31,baseline_seasonal_naive,10,6,15
K240B,DOM,2026-09-30,2026-08-31,baseline_seasonal_naive,5,3,8
K240B,EXP,2026-09-30,2026-08-31,baseline_seasonal_naive,0,0,0
K250A,DOM,2026-09-30,2026-08-31,baseline_seasonal_naive,185,111,278
K250A,EXP,2026-09-30,2026-08-31,baseline_seasonal_naive,144,86,216
K250B,DOM,2026-09-30,2026-08-31,baseline_seasonal_naive,29,17,44
K310,DOM,2026-09-30,2026-08-31,baseline_seasonal_naive,1165,699,1748
K310,EXP,2026-09-30,2026-08-31,baseline_seasonal_naive,0,0,0
K311,DOM,2026-09-30,2026-08-31,baseline_seasonal_naive,61,37,92
K311,EXP,2026-09-30,2026-08-31,baseline_seasonal_naive,0,0,0
K312,DOM,2026-09-30,2026-08-31,baseline_seasonal_naive,37,22,56
K312,EXP,2026-09-30,2026-08-31,baseline_seasonal_naive,0,0,0
K350A,DOM,2026-09-30,2026-08-31,baseline_seasonal_naive,9,5,14
K350B,DOM,2026-09-30,2026-08-31,baseline_seasonal_naive,1,1,2
K350C,DOM,2026-09-30,2026-08-31,baseline_seasonal_naive,12,7,18
K350D,DOM,2026-09-30,2026-08-31,baseline_seasonal_naive,12,7,18
K350E,DOM,2026-09-30,2026-08-31,baseline_seasonal_naive,16,10,24
K350F,DOM,2026-09-30,2026-08-31,baseline_seasonal_naive,5,3,8
T120,DOM,2026-09-30,2026-08-31,baseline_seasonal_naive,628,377,942
T120,EXP,2026-09-30,2026-08-31,baseline_seasonal_naive,0,0,0
T121,DOM,2026-09-30,2026-08-31,baseline_seasonal_naive,1173,704,1760
T121,EXP,2026-09-30,2026-08-31,baseline_seasonal_naive,0,0,0
T122,DOM,2026-09-30,2026-08-31,baseline_seasonal_naive,316,190,474
T122,EXP,2026-09-30,2026-08-31,baseline_seasonal_naive,473,284,710
T240,DOM,2026-09-30,2026-08-31,baseline_seasonal_naive,564,338,846
T240,EXP,2026-09-30,2026-08-31,baseline_seasonal_naive,630,378,945
T241,DOM,2026-09-30,2026-08-31,baseline_seasonal_naive,17,10,26
T241,EXP,2026-09-30,2026-08-31,baseline_seasonal_naive,0,0,0
K210,DOM,2026-10-31,2026-08-31,baseline_seasonal_naive,18,11,27
K210,EXP,2026-10-31,2026-08-31,baseline_seasonal_naive,0,0,0
K210A,DOM,2026-10-31,2026-08-31,baseline_seasonal_naive,0,0,0
K210A,EXP,2026-10-31,2026-08-31,baseline_seasonal_naive,1,1,2
K210B,DOM,2026-10-31,2026-08-31,baseline_seasonal_naive,17,10,26
K210B,EXP,2026-10-31,2026-08-31,baseline_seasonal_naive,11,7,17
K210C,DOM,2026-10-31,2026-08-31,baseline_seasonal_naive,118,71,177
K210C,EXP,2026-10-31,2026-08-31,baseline_seasonal_naive,0,0,0
K210D,DOM,2026-10-31,2026-08-31,baseline_seasonal_naive,0,0,0
K210D,EXP,2026-10-31,2026-08-31,baseline_seasonal_naive,0,0,0
K240,DOM,2026-10-31,2026-08-31,baseline_seasonal_naive,1,1,2
K240,EXP,2026-10-31,2026-08-31,baseline_seasonal_naive,1,1,2
K240B,DOM,2026-10-31,2026-08-31,baseline_seasonal_naive,0,0,0
K240B,EXP,2026-10-31,2026-08-31,baseline_seasonal_naive,0,0,0
K250A,DOM,2026-10-31,2026-08-31,baseline_seasonal_naive,238,143,357
K250A,EXP,2026-10-31,2026-08-31,baseline_seasonal_naive,0,0,0
K250B,DOM,2026-10-31,2026-08-31,baseline_seasonal_naive,43,26,65
K310,DOM,2026-10-31,2026-08-31,baseline_seasonal_naive,794,476,1191
K310,EXP,2026-10-31,2026-08-31,baseline_seasonal_naive,953,572,1430
K311,DOM,2026-10-31,2026-08-31,baseline_seasonal_naive,124,74,186
K311,EXP,2026-10-31,2026-08-31,baseline_seasonal_naive,0,0,0
K312,DOM,2026-10-31,2026-08-31,baseline_seasonal_naive,12,7,18
K312,EXP,2026-10-31,2026-08-31,baseline_seasonal_naive,6,4,9
K350A,DOM,2026-10-31,2026-08-31,baseline_seasonal_naive,10,6,15
K350B,DOM,2026-10-31,2026-08-31,baseline_seasonal_naive,1,1,2
K350C,DOM,2026-10-31,2026-08-31,baseline_seasonal_naive,8,5,12
K350D,DOM,2026-10-31,2026-08-31,baseline_seasonal_naive,31,19,47
K350E,DOM,2026-10-31,2026-08-31,baseline_seasonal_naive,12,7,18
K350F,DOM,2026-10-31,2026-08-31,baseline_seasonal_naive,6,4,9
T120,DOM,2026-10-31,2026-08-31,baseline_seasonal_naive,131,79,197
T120,EXP,2026-10-31,2026-08-31,baseline_seasonal_naive,741,445,1112
T121,DOM,2026-10-31,2026-08-31,baseline_seasonal_naive,1127,676,1691
T121,EXP,2026-10-31,2026-08-31,baseline_seasonal_naive,0,0,0
T122,DOM,2026-10-31,2026-08-31,baseline_seasonal_naive,100,60,150
T122,EXP,2026-10-31,2026-08-31,baseline_seasonal_naive,149,89,224
T240,DOM,2026-10-31,2026-08-31,baseline_seasonal_naive,424,254,636
T240,EXP,2026-10-31,2026-08-31,baseline_seasonal_naive,473,284,710
T241,DOM,2026-10-31,2026-08-31,baseline_seasonal_naive,38,23,57
T241,EXP,2026-10-31,2026-08-31,baseline_seasonal_naive,0,0,0
K210,DOM,2026-11-30,2026-08-31,baseline_seasonal_naive,10,6,15
K210,EXP,2026-11-30,2026-08-31,baseline_seasonal_naive,10,6,15
K210A,DOM,2026-11-30,2026-08-31,baseline_seasonal_naive,3,2,5
K210A,EXP,2026-11-30,2026-08-31,baseline_seasonal_naive,3,2,5
K210B,DOM,2026-11-30,2026-08-31,baseline_seasonal_naive,23,14,35
K210B,EXP,2026-11-30,2026-08-31,baseline_seasonal_naive,16,10,24
K210C,DOM,2026-11-30,2026-08-31,baseline_seasonal_naive,44,26,66
K210C,EXP,2026-11-30,2026-08-31,baseline_seasonal_naive,0,0,0
K210D,DOM,2026-11-30,2026-08-31,baseline_seasonal_naive,0,0,0
K210D,EXP,2026-11-30,2026-08-31,baseline_seasonal_naive,0,0,0
K240,DOM,2026-11-30,2026-08-31,baseline_seasonal_naive,9,5,14
K240,EXP,2026-11-30,2026-08-31,baseline_seasonal_naive,0,0,0
K240B,DOM,2026-11-30,2026-08-31,baseline_seasonal_naive,1,1,2
K240B,EXP,2026-11-30,2026-08-31,baseline_seasonal_naive,1,1,2
K250A,DOM,2026-11-30,2026-08-31,baseline_seasonal_naive,145,87,218
K250A,EXP,2026-11-30,2026-08-31,baseline_seasonal_naive,112,67,168
K250B,DOM,2026-11-30,2026-08-31,baseline_seasonal_naive,74,44,111
K310,DOM,2026-11-30,2026-08-31,baseline_seasonal_naive,1819,1091,2729
K310,EXP,2026-11-30,2026-08-31,baseline_seasonal_naive,0,0,0
K311,DOM,2026-11-30,2026-08-31,baseline_seasonal_naive,60,36,90
K311,EXP,2026-11-30,2026-08-31,baseline_seasonal_naive,53,32,80
K312,DOM,2026-11-30,2026-08-31,baseline_seasonal_naive,11,7,17
K312,EXP,2026-11-30,2026-08-31,baseline_seasonal_naive,6,4,9
K350A,DOM,2026-11-30,2026-08-31,baseline_seasonal_naive,8,5,12
K350B,DOM,2026-11-30,2026-08-31,baseline_seasonal_naive,2,1,3
K350C,DOM,2026-11-30,2026-08-31,baseline_seasonal_naive,17,10,26
K350D,DOM,2026-11-30,2026-08-31,baseline_seasonal_naive,6,4,9
K350E,DOM,2026-11-30,2026-08-31,baseline_seasonal_naive,14,8,21
K350F,DOM,2026-11-30,2026-08-31,baseline_seasonal_naive,5,3,8
T120,DOM,2026-11-30,2026-08-31,baseline_seasonal_naive,418,251,627
T120,EXP,2026-11-30,2026-08-31,baseline_seasonal_naive,539,323,809
T121,DOM,2026-11-30,2026-08-31,baseline_seasonal_naive,370,222,555
T121,EXP,2026-11-30,2026-08-31,baseline_seasonal_naive,356,214,534
T122,DOM,2026-11-30,2026-08-31,baseline_seasonal_naive,386,232,579
T122,EXP,2026-11-30,2026-08-31,baseline_seasonal_naive,580,348,870
T240,DOM,2026-11-30,2026-08-31,baseline_seasonal_naive,142,85,213
T240,EXP,2026-11-30,2026-08-31,baseline_seasonal_naive,805,483,1208
T241,DOM,2026-11-30,2026-08-31,baseline_seasonal_naive,17,10,26
T241,EXP,2026-11-30,2026-08-31,baseline_seasonal_naive,0,0,0
K210,DOM,2026-12-31,2026-08-31,baseline_seasonal_naive,6,4,9
K210,EXP,2026-12-31,2026-08-31,baseline_seasonal_naive,31,19,47
K210A,DOM,2026-12-31,2026-08-31,baseline_seasonal_naive,1,1,2
K210A,EXP,2026-12-31,2026-08-31,baseline_seasonal_naive,1,1,2
K210B,DOM,2026-12-31,2026-08-31,baseline_seasonal_naive,21,13,32
K210B,EXP,2026-12-31,2026-08-31,baseline_seasonal_naive,14,8,21
K210C,DOM,2026-12-31,2026-08-31,baseline_seasonal_naive,16,10,24
K210C,EXP,2026-12-31,2026-08-31,baseline_seasonal_naive,0,0,0
K210D,DOM,2026-12-31,2026-08-31,baseline_seasonal_naive,0,0,0
K210D,EXP,2026-12-31,2026-08-31,baseline_seasonal_naive,0,0,0
K240,DOM,2026-12-31,2026-08-31,baseline_seasonal_naive,5,3,8
K240,EXP,2026-12-31,2026-08-31,baseline_seasonal_naive,0,0,0
K240B,DOM,2026-12-31,2026-08-31,baseline_seasonal_naive,3,2,5
K240B,EXP,2026-12-31,2026-08-31,baseline_seasonal_naive,0,0,0
K250A,DOM,2026-12-31,2026-08-31,baseline_seasonal_naive,183,110,275
K250A,EXP,2026-12-31,2026-08-31,baseline_seasonal_naive,0,0,0
K250B,DOM,2026-12-31,2026-08-31,baseline_seasonal_naive,154,92,231
K310,DOM,2026-12-31,2026-08-31,baseline_seasonal_naive,561,337,842
K310,EXP,2026-12-31,2026-08-31,baseline_seasonal_naive,674,404,1011
K311,DOM,2026-12-31,2026-08-31,baseline_seasonal_naive,69,41,104
K311,EXP,2026-12-31,2026-08-31,baseline_seasonal_naive,61,37,92
K312,DOM,2026-12-31,2026-08-31,baseline_seasonal_naive,17,10,26
K312,EXP,2026-12-31,2026-08-31,baseline_seasonal_naive,8,5,12
K350A,DOM,2026-12-31,2026-08-31,baseline_seasonal_naive,7,4,11
K350B,DOM,2026-12-31,2026-08-31,baseline_seasonal_naive,3,2,5
K350C,DOM,2026-12-31,2026-08-31,baseline_seasonal_naive,14,8,21
K350D,DOM,2026-12-31,2026-08-31,baseline_seasonal_naive,6,4,9
K350E,DOM,2026-12-31,2026-08-31,baseline_seasonal_naive,13,8,20
K350F,DOM,2026-12-31,2026-08-31,baseline_seasonal_naive,6,4,9
T120,DOM,2026-12-31,2026-08-31,baseline_seasonal_naive,492,295,738
T120,EXP,2026-12-31,2026-08-31,baseline_seasonal_naive,635,381,953
T121,DOM,2026-12-31,2026-08-31,baseline_seasonal_naive,326,196,489
T121,EXP,2026-12-31,2026-08-31,baseline_seasonal_naive,314,188,471
T122,DOM,2026-12-31,2026-08-31,baseline_seasonal_naive,265,159,398
T122,EXP,2026-12-31,2026-08-31,baseline_seasonal_naive,0,0,0
T240,DOM,2026-12-31,2026-08-31,baseline_seasonal_naive,515,309,773
T240,EXP,2026-12-31,2026-08-31,baseline_seasonal_naive,0,0,0
T241,DOM,2026-12-31,2026-08-31,baseline_seasonal_naive,4,2,6
T241,EXP,2026-12-31,2026-08-31,baseline_seasonal_naive,7,4,11
K210,DOM,2027-01-31,2026-08-31,baseline_seasonal_naive,7,4,11
K210,EXP,2027-01-31,2026-08-31,baseline_seasonal_naive,7,4,11
K210A,DOM,2027-01-31,2026-08-31,baseline_seasonal_naive,2,1,3
K210A,EXP,2027-01-31,2026-08-31,baseline_seasonal_naive,0,0,0
K210B,DOM,2027-01-31,2026-08-31,baseline_seasonal_naive,49,29,74
K210B,EXP,2027-01-31,2026-08-31,baseline_seasonal_naive,0,0,0
K210C,DOM,2027-01-31,2026-08-31,baseline_seasonal_naive,5,3,8
K210C,EXP,2027-01-31,2026-08-31,baseline_seasonal_naive,8,5,12
K210D,DOM,2027-01-31,2026-08-31,baseline_seasonal_naive,1,1,2
K210D,EXP,2027-01-31,2026-08-31,baseline_seasonal_naive,0,0,0
K240,DOM,2027-01-31,2026-08-31,baseline_seasonal_naive,6,4,9
K240,EXP,2027-01-31,2026-08-31,baseline_seasonal_naive,0,0,0
K240B,DOM,2027-01-31,2026-08-31,baseline_seasonal_naive,1,1,2
K240B,EXP,2027-01-31,2026-08-31,baseline_seasonal_naive,1,1,2
K250A,DOM,2027-01-31,2026-08-31,baseline_seasonal_naive,130,78,195
K250A,EXP,2027-01-31,2026-08-31,baseline_seasonal_naive,101,61,152
K250B,DOM,2027-01-31,2026-08-31,baseline_seasonal_naive,67,40,101
K310,DOM,2027-01-31,2026-08-31,baseline_seasonal_naive,457,274,686
K310,EXP,2027-01-31,2026-08-31,baseline_seasonal_naive,548,329,822
K311,DOM,2027-01-31,2026-08-31,baseline_seasonal_naive,52,31,78
K311,EXP,2027-01-31,2026-08-31,baseline_seasonal_naive,47,28,71
K312,DOM,2027-01-31,2026-08-31,baseline_seasonal_naive,20,12,30
K312,EXP,2027-01-31,2026-08-31,baseline_seasonal_naive,9,5,14
K350A,DOM,2027-01-31,2026-08-31,baseline_seasonal_naive,7,4,11
K350B,DOM,2027-01-31,2026-08-31,baseline_seasonal_naive,2,1,3
K350C,DOM,2027-01-31,2026-08-31,baseline_seasonal_naive,12,7,18
K350D,DOM,2027-01-31,2026-08-31,baseline_seasonal_naive,9,5,14
K350E,DOM,2027-01-31,2026-08-31,baseline_seasonal_naive,23,14,35
K350F,DOM,2027-01-31,2026-08-31,baseline_seasonal_naive,3,2,5
T120,DOM,2027-01-31,2026-08-31,baseline_seasonal_naive,538,323,807
T120,EXP,2027-01-31,2026-08-31,baseline_seasonal_naive,0,0,0
T121,DOM,2027-01-31,2026-08-31,baseline_seasonal_naive,711,427,1067
T121,EXP,2027-01-31,2026-08-31,baseline_seasonal_naive,0,0,0
T122,DOM,2027-01-31,2026-08-31,baseline_seasonal_naive,111,67,167
T122,EXP,2027-01-31,2026-08-31,baseline_seasonal_naive,0,0,0
T240,DOM,2027-01-31,2026-08-31,baseline_seasonal_naive,341,205,512
T240,EXP,2027-01-31,2026-08-31,baseline_seasonal_naive,381,229,572
T241,DOM,2027-01-31,2026-08-31,baseline_seasonal_naive,19,11,29
T241,EXP,2027-01-31,2026-08-31,baseline_seasonal_naive,32,19,48
K210,DOM,2027-02-28,2026-08-31,baseline_seasonal_naive,12,7,18
K210,EXP,2027-02-28,2026-08-31,baseline_seasonal_naive,13,8,20
K210A,DOM,2027-02-28,2026-08-31,baseline_seasonal_naive,3,2,5
K210A,EXP,2027-02-28,2026-08-31,baseline_seasonal_naive,0,0,0
K210B,DOM,2027-02-28,2026-08-31,baseline_seasonal_naive,29,17,44
K210B,EXP,2027-02-28,2026-08-31,baseline_seasonal_naive,0,0,0
K210C,DOM,2027-02-28,2026-08-31,baseline_seasonal_naive,7,4,11
K210C,EXP,2027-02-28,2026-08-31,baseline_seasonal_naive,11,7,17
K210D,DOM,2027-02-28,2026-08-31,baseline_seasonal_naive,0,0,0
K210D,EXP,2027-02-28,2026-08-31,baseline_seasonal_naive,0,0,0
K240,DOM,2027-02-28,2026-08-31,baseline_seasonal_naive,2,1,3
K240,EXP,2027-02-28,2026-08-31,baseline_seasonal_naive,3,2,5
K240B,DOM,2027-02-28,2026-08-31,baseline_seasonal_naive,0,0,0
K240B,EXP,2027-02-28,2026-08-31,baseline_seasonal_naive,0,0,0
K250A,DOM,2027-02-28,2026-08-31,baseline_seasonal_naive,238,143,357
K250A,EXP,2027-02-28,2026-08-31,baseline_seasonal_naive,0,0,0
K250B,DOM,2027-02-28,2026-08-31,baseline_seasonal_naive,70,42,105
K310,DOM,2027-02-28,2026-08-31,baseline_seasonal_naive,430,258,645
K310,EXP,2027-02-28,2026-08-31,baseline_seasonal_naive,515,309,773
K311,DOM,2027-02-28,2026-08-31,baseline_seasonal_naive,117,70,176
K311,EXP,2027-02-28,2026-08-31,baseline_seasonal_naive,0,0,0
K312,DOM,2027-02-28,2026-08-31,baseline_seasonal_naive,17,10,26
K312,EXP,2027-02-28,2026-08-31,baseline_seasonal_naive,9,5,14
K350A,DOM,2027-02-28,2026-08-31,baseline_seasonal_naive,11,7,17
K350B,DOM,2027-02-28,2026-08-31,baseline_seasonal_naive,1,1,2
K350C,DOM,2027-02-28,2026-08-31,baseline_seasonal_naive,14,8,21
K350D,DOM,2027-02-28,2026-08-31,baseline_seasonal_naive,16,10,24
K350E,DOM,2027-02-28,2026-08-31,baseline_seasonal_naive,22,13,33
K350F,DOM,2027-02-28,2026-08-31,baseline_seasonal_naive,4,2,6
